Modelo,Accuracy,F1-score,Precision,Recall,Mejores hiperparametros
Regresión Logística,0.8860759493670886,0.8363636363636363,0.7931034482758621,0.8846153846153846,"{'modelo__C': 1, 'modelo__penalty': 'l1', 'modelo__solver': 'liblinear'}"
